url,favs_lognorm
https://habrahabr.ru/post/314080/,0.3877723682847711
https://habrahabr.ru/company/plesk/blog/313732/,-0.5695680983720941
https://habrahabr.ru/company/etagi/blog/314000/,0.7024061835213289
https://habrahabr.ru/company/knopka/blog/314030/,0.4955344193292667
https://geektimes.ru/company/audiomania/blog/282058/,1.0732780584568289
https://habrahabr.ru/company/pechkin/blog/314066/,0.6834383197132495
https://habrahabr.ru/company/first/blog/314106/,0.46986764655840074
https://habrahabr.ru/company/vasexperts/blog/313558/,0.25089437316066504
https://habrahabr.ru/post/314108/,1.8637505958584788
https://habrahabr.ru/company/cbs/blog/313830/,-0.01818144490775648
https://habrahabr.ru/company/jugru/blog/313908/,-0.009103898532148463
https://habrahabr.ru/post/314110/,0.3905329126535653
https://habrahabr.ru/company/pt/blog/314112/,0.0228742337051735
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.05861964379253265
https://habrahabr.ru/post/314114/,0.7476917808152559
https://habrahabr.ru/post/314118/,0.9683611689389539
https://habrahabr.ru/post/314122/,0.5468936519683686
https://geektimes.ru/company/dadget/blog/281786/,0.05781448464042369
https://habrahabr.ru/company/kickidler/blog/314042/,0.015267794053874448
https://habrahabr.ru/company/it-grad/blog/312042/,-0.28355946684594524
https://habrahabr.ru/company/1cloud/blog/314022/,0.18678623645408643
https://habrahabr.ru/post/314126/,-0.8180770988003047
https://habrahabr.ru/post/313966/,0.29261613559737887
https://habrahabr.ru/company/piter/blog/314120/,0.4583212110196567
https://geektimes.ru/post/282094/,0.23839428914682806
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.2340150402178077
https://habrahabr.ru/company/ru_mts/blog/314134/,0.2894642525911924
https://habrahabr.ru/post/314028/,0.6162101475026831
https://habrahabr.ru/post/314136/,0.1322648292498703
https://habrahabr.ru/post/313904/,0.6197426773892519
https://habrahabr.ru/post/314140/,0.545112819588999
https://habrahabr.ru/company/acronis/blog/309688/,-0.13891951366700464
https://geektimes.ru/post/282096/,-0.49313341434312125
https://habrahabr.ru/post/314142/,0.00866334006822856
